INFORME DE VENTAS TOTALES;Período: 1/1/2024 - 31/12/2024;;;;;
Mes;Fecha;Producto;Unidad;Cantidad c/Cargo;Cantidad Bonificada;Importe
Diciembre '24;25/12/2024;Chocolate MAPSA;Unidades;5;0;113000.00
Diciembre '24;25/12/2024;Cafe Mezcla;Kilo;0;3;0.00
Diciembre '24;25/12/2024;Portasobres;Unidades;1;0;2825.00
Noviembre '24;28/11/2024;Portasobres;Unidades;4;0;11300.00
Noviembre '24;28/11/2024;Chocolate MAPSA;Unidades;2;0;45200.00
Noviembre '24;28/11/2024;Cafe Mezcla;Kilo;0;2;0.00
Noviembre '24;20/11/2024;Cafe Mezcla;Kilo;0;5;0.00
Noviembre '24;20/11/2024;Chocolate MAPSA;Unidades;4;0;90400.00
Noviembre '24;20/11/2024;Portasobres;Unidades;2;0;5650.00
Noviembre '24;21/11/2024;Cafe Mezcla;Kilo;0;2;0.00
Noviembre '24;21/11/2024;Chocolate MAPSA;Unidades;1;0;22600.00
Noviembre '24;21/11/2024;Portasobres;Unidades;1;0;2825.00
Octubre '24;27/10/2024;Cafe Mezcla;Kilo;0;1;0.00
Octubre '24;27/10/2024;Portasobres;Unidades;1;0;2825.00
Octubre '24;27/10/2024;Chocolate MAPSA;Unidades;4;0;90400.00
Septiembre '24;1/9/2024;Cafe Mezcla;Kilo;0;5;0.00
Septiembre '24;1/9/2024;Chocolate MAPSA;Unidades;3;0;67800.00
Septiembre '24;1/9/2024;Portasobres;Unidades;3;0;8475.00
Octubre '24;1/10/2024;Cafe Mezcla;Kilo;0;5;0.00
Octubre '24;1/10/2024;Chocolate MAPSA;Unidades;1;0;22600.00
Octubre '24;1/10/2024;Portasobres;Unidades;1;0;2825.00
Octubre '24;18/10/2024;Cafe Mezcla;Kilo;0;1;0.00
Octubre '24;18/10/2024;Chocolate MAPSA;Unidades;1;0;22600.00
Octubre '24;18/10/2024;Portasobres;Unidades;4;0;11300.00
Septiembre '24;2/9/2024;Cafe Mezcla;Kilo;0;2;0.00
